      0.5000          0.00000000
      0.5350          0.00000000
      0.5700          0.00000000
      0.6050          0.00000000
      0.6400          0.00000000
      0.6750          0.00000000
      0.7100          0.00000000
      0.7450          0.00000000
      0.7800          0.00000000
      0.8150          0.00000000
      0.8500          0.00000000
      0.8850          0.00000000
      0.9200          0.00000000
      0.9550          0.00000000
      0.9900          0.00000000
      1.0250          0.00000000
      1.0600          0.00000000
      1.0950          0.00000000
      1.1300          0.00000000
      1.1650          0.00000000
      1.2000          0.00000000
      1.2350          0.00000000
      1.2700          0.00000000
      1.3050          0.00000000
      1.3400          0.00000000
      1.3750          0.00000000
      1.4100          0.00000000
      1.4450          0.00000000
      1.4800          0.00000000
      1.5150          0.00000000
      1.5500          0.00000000
      1.5850          0.00000000
      1.6200          0.00000000
      1.6550          0.00000000
      1.6900          0.00000000
      1.7250          0.00000000
      1.7600          0.00000000
      1.7950          0.00000000
      1.8300          0.00000000
      1.8650          0.00000000
      1.9000          0.00000000
      1.9350       -113.52757143
      1.9700       -113.17678505
      2.0050          0.00000000
      2.0400       -114.12522426
      2.0750       -117.60696685
      2.1100       -118.33026989
      2.1450          0.00000000
      2.1800       -114.06800493
      2.2150       -110.25994149
      2.2500          0.00000000
      2.2850       -110.69432112
      2.3200       -112.50153005
      2.3550          0.00000000
      2.3900       -109.51515240
      2.4250       -111.63797679
      2.4600          0.00000000
      2.4950       -112.73207707
      2.5300       -113.75040583
      2.5650          0.00000000
      2.6000       -117.76870812
      2.6350       -119.13293400
      2.6700       -120.10250900
      2.7050          0.00000000
      2.7400       -121.53403227
      2.7750          0.00000000
      2.8100       -121.95112599
      2.8450       -122.58400257
      2.8800          0.00000000
      2.9150       -122.72589070
      2.9500       -122.49893248
      2.9850          0.00000000
      3.0200       -122.59243939
      3.0550       -122.25119171
      3.0900       -122.20612412
      3.1250          0.00000000
      3.1600       -118.35210468
      3.1950       -117.62426478
      3.2300          0.00000000
      3.2650       -118.33355803
      3.3000       -119.73985810
      3.3350          0.00000000
      3.3700       -121.88033155
      3.4050       -122.86710935
      3.4400       -124.69227577
      3.4750       -123.77385392
      3.5100       -123.98852549
      3.5450        -19.52586133
      3.5800       -124.60479360
      3.6150       -126.40648365
      3.6500       -125.79375881
      3.6850          0.00000000
      3.7200       -127.96078195
      3.7550       -127.37736556
      3.7900          0.00000000
      3.8250       -127.17546647
      3.8600       -127.08740948
      3.8950          0.00000000
      3.9300       -127.46178826
      3.9650          0.00000000
      4.0000          0.00000000
